Designation,Name,Location,Total_applicants,LinkedIn_Followers,Level,Involvement,Employee_count,Industry,technical_skills,PYTHON,C++,JAVA,HADOOP,SCALA,FLASK,PANDAS,SPARK,NUMPY,PHP,SQL,MYSQL,CSS,MONGODB,NLTK,TENSORFLOW,LINUX,RUBY,JAVASCRIPT,DJANGO,REACT,REACTJS,AI,UI,TABLEAU,NODEJS,EXCEL,POWER BI,SELENIUM,HTML,ML
.Net Core Developer,IDESLABS PRIVATE LIMITED, Maharashtra,2,80867,Contract , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1
Associate Security Consultant,IDESLABS PRIVATE LIMITED, Karnataka,2,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
BDM-Business Loan in a Leading MNC Bank,ACURA SOLUTIONS LTD, Uttar Pradesh,4,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Python Architect/Python Tech Lead/Python Technical Lead,LTIMindtree, Maharashtra,6,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tech Manager,IDESLABS PRIVATE LIMITED, Telangana,39,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Senior Associate / Consultant Compliance with Big 5 company,ACURA SOLUTIONS LTD, Haryana,3,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Haryana,5,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Consultant - Data Migration,ACURA SOLUTIONS LTD, Telangana,8,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
COBOL400 Developer,LTIMindtree, Maharashtra,9,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Managing Consultant-Technology & Implementation,Wipro, Karnataka,12,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
SAP MM with API,IDESLABS PRIVATE LIMITED, Telangana,1,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Security Consultant,IDESLABS PRIVATE LIMITED, Maharashtra,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Domain Architect,Wipro, Maharashtra,1,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Deputy Branch Manager ( Leading Pvt. Bank),ACURA SOLUTIONS LTD, Delhi,5,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer,IDESLABS PRIVATE LIMITED, Karnataka,38,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1
LTIMindtree Hiring SAP Project Manager- PAN India,LTIMindtree, West Bengal,7,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, Karnataka,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tech Manager,IDESLABS PRIVATE LIMITED, Maharashtra,3,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Project Manager- Jaipur,IDESLABS PRIVATE LIMITED, Rajasthan,25,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Oracle Apps Technical OAF,LTIMindtree, Delhi,7,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Delivery Manager,IDESLABS PRIVATE LIMITED, Telangana,167,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Lead DBA,IDESLABS PRIVATE LIMITED, Maharashtra,10,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP ABAP OOPS,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager- PAN India,LTIMindtree, Delhi,8,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ABAP Developer - Module Lead,IDESLABS PRIVATE LIMITED, Andhra Pradesh,6,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sr. SAP Functional Testing - Finance,IDESLABS PRIVATE LIMITED, Maharashtra,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle EPBCS (Enterprise Planning and Budgeting Cloud Service),LTIMindtree, Maharashtra,3,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, Karnataka,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP ABAP For NTT DATA,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Engineer,IDESLABS PRIVATE LIMITED, Tamil Nadu,17,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Haryana,10,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Data Analytics Architect,Wipro, Maharashtra,8,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Dot Net Developer,IDESLABS PRIVATE LIMITED, Telangana,6,80867,Contract , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Sr. Security Analyst,IDESLABS PRIVATE LIMITED, Maharashtra,4,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Telangana,8,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OFM Admin with SOA,IDESLABS PRIVATE LIMITED, Karnataka,7,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Senior AWS Developer,IDESLABS PRIVATE LIMITED, Telangana,6,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Internal Audit - Consultant,ACURA SOLUTIONS LTD, Maharashtra,1,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Primavera Unifier Architect,LTIMindtree, Maharashtra,1,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Teller Authorizer,ACURA SOLUTIONS LTD, Kerala,1,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Teller Authorizer,ACURA SOLUTIONS LTD, Karnataka,2,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oracle Apps Technical OAF,LTIMindtree, Uttar Pradesh,2,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
OTM Project Lead,LTIMindtree, West Bengal,4,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Mainframe Developer- PAN India,LTIMindtree, Delhi,1,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Uttar Pradesh,2,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Power BI Developer,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Uttar Pradesh,3,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
GTM/OTM Functional Consultant,LTIMindtree, Maharashtra,4,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Andhra Pradesh,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
SAP ABAP-CDS Developer,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Spring Boot Developer,IDESLABS PRIVATE LIMITED, Karnataka,7,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
AVP Home Loans,ACURA SOLUTIONS LTD, Maharashtra,15,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Front end developers,IDESLABS PRIVATE LIMITED, Tamil Nadu,16,80867,Contract , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Project Lead,IDESLABS PRIVATE LIMITED, Telangana,39,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Network Lead,IDESLABS PRIVATE LIMITED, Telangana,6,80867,Contract , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLSQL Development - LTIMindtree.,LTIMindtree, Delhi,19,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Associate Technical Architect,IDESLABS PRIVATE LIMITED, Karnataka,6,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sr. Software Engineer,IDESLABS PRIVATE LIMITED, Uttar Pradesh,18,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hiring for Associate Consultant - Reporting with a MNC Pharmaceutical Firm,ACURA SOLUTIONS LTD, Uttar Pradesh,2,11245,Full-time , Entry level,110, Real Estate,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Maharashtra,12,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Maharashtra,16,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Telangana,158,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Content Writer (Hindi) - Insurance,ACURA SOLUTIONS LTD, Maharashtra,16,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Business Analyst,LTIMindtree, Delhi,6,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Program Manager,IDESLABS PRIVATE LIMITED, Maharashtra,12,80867,Contract , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
Obiee Developer,LTIMindtree, Maharashtra,8,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAP FICO,IDESLABS PRIVATE LIMITED, Karnataka,3,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
EBS Finance Functional,LTIMindtree, Haryana,5,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TASC RM ( Leading Pvt. Bank),ACURA SOLUTIONS LTD, Haryana,0,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Security Consultant,IDESLABS PRIVATE LIMITED, Delhi,4,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP FICO,IDESLABS PRIVATE LIMITED, Telangana,42,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
UI Angular,IDESLABS PRIVATE LIMITED, Karnataka,13,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
Scrum Master,Wipro, Telangana,112,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager- PAN India,LTIMindtree, Maharashtra,9,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager- PAN India,LTIMindtree, Haryana,10,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Relationship Manager - Business Banking (Mid Corporate),ACURA SOLUTIONS LTD, Telangana,3,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Delhi,3,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Manager - Statutory IT Auditor,ACURA SOLUTIONS LTD, Delhi,4,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Manager - Statutory IT Auditor,ACURA SOLUTIONS LTD, Tamil Nadu,0,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)",ACURA SOLUTIONS LTD, Maharashtra,4,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)",ACURA SOLUTIONS LTD, Telangana,3,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)",ACURA SOLUTIONS LTD, Uttar Pradesh,11,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Manager - Statutory IT Auditor,ACURA SOLUTIONS LTD, Telangana,0,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Manager - Statutory IT Auditor,ACURA SOLUTIONS LTD, Uttar Pradesh,3,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JAVA Full stack Developer,LTIMindtree, Telangana,1,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Project Lead,IDESLABS PRIVATE LIMITED, Uttar Pradesh,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Test Engineer,Wipro, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Business Consultant,IDESLABS PRIVATE LIMITED, Telangana,18,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Technical Architect,IDESLABS PRIVATE LIMITED, Karnataka,5,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Analyst Consultant_Private Equity,ACURA SOLUTIONS LTD, Maharashtra,4,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, Telangana,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Haryana,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Maharashtra,3,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Opening for Fusion Finance Functional Consultant,LTIMindtree, Maharashtra,7,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
LTIMindtree Hiring - Servicenow Developers,LTIMindtree, Maharashtra,25,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test,ACURA SOLUTIONS LTD, Tamil Nadu,33,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
SAP Basis - Tech Manager,IDESLABS PRIVATE LIMITED, Maharashtra,1,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Uttar Pradesh,13,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Opening for PSFT Finance Technical Consultant in LTIM, India",LTIMindtree, Karnataka,5,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sr. Software Engineer,IDESLABS PRIVATE LIMITED, Karnataka,14,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Business Consultant,IDESLABS PRIVATE LIMITED, Tamil Nadu,40,80867,Contract , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Manager - Statutory IT Auditor,ACURA SOLUTIONS LTD, Haryana,2,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JDE Technical PAN India,LTIMindtree, Uttar Pradesh,2,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Flexi Banker,ACURA SOLUTIONS LTD, Delhi,5,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cloud Architect,LTIMindtree, Tamil Nadu,7,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Telangana,15,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
